satisfaction_result,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Online Booking,Gate location,Food and drink,Online Check-in,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes
neutral or dissatisfied,Male,Infrequent Flyer,33,Business travel,Business,362,1,1,1,3,2,1,3,2,3,4,3,1,3,2,82
neutral or dissatisfied,Male,Frequent Flyer,41,Business travel,Business,1514,4,3,3,3,5,4,4,4,4,4,4,2,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,51,Personal Travel,Eco,632,4,3,4,3,5,3,3,5,5,4,5,2,5,1,0
neutral or dissatisfied,Male,Frequent Flyer,62,Personal Travel,Eco,2158,2,5,2,3,5,2,5,5,3,2,5,5,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,51,Personal Travel,Eco,868,4,4,4,1,1,4,1,1,4,1,5,3,1,1,0
neutral or dissatisfied,Male,Frequent Flyer,63,Personal Travel,Eco,304,2,5,2,3,1,2,1,1,3,5,5,4,5,1,4
neutral or dissatisfied,Female,Frequent Flyer,29,Business travel,Business,2248,4,4,4,4,4,4,4,4,3,5,2,3,4,4,1
neutral or dissatisfied,Female,Frequent Flyer,57,Business travel,Business,3011,3,1,1,1,2,4,3,3,3,3,3,4,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,32,Business travel,Eco,1237,2,3,3,3,2,2,2,2,3,1,3,3,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,33,Business travel,Eco Plus,328,4,3,3,3,4,4,4,4,4,4,4,2,4,4,17
neutral or dissatisfied,Female,Infrequent Flyer,23,Business travel,Eco,802,4,4,4,2,3,4,3,3,5,5,5,3,5,3,57
neutral or dissatisfied,Male,Frequent Flyer,36,Personal Travel,Eco,1400,4,3,4,3,4,4,4,4,1,4,2,1,2,4,26
neutral or dissatisfied,Male,Frequent Flyer,9,Personal Travel,Eco,223,1,4,1,1,3,1,5,3,5,4,5,3,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,11,Business travel,Eco,695,3,2,2,2,3,3,3,3,4,5,3,3,4,3,14
neutral or dissatisfied,Female,Infrequent Flyer,25,Business travel,Business,577,3,5,3,4,2,3,2,2,4,5,4,4,4,2,11
neutral or dissatisfied,Male,Infrequent Flyer,39,Business travel,Eco,423,1,0,1,3,2,1,2,2,1,1,5,5,1,2,14
neutral or dissatisfied,Female,Infrequent Flyer,30,Business travel,Eco,109,3,2,3,4,5,3,5,5,4,2,3,3,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,69,Personal Travel,Eco,700,1,5,1,5,2,4,4,3,3,1,3,3,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,40,Business travel,Eco,488,4,1,1,1,4,4,4,4,4,5,4,4,3,4,0
neutral or dissatisfied,Female,Infrequent Flyer,16,Business travel,Eco,997,3,3,3,3,4,3,2,4,3,4,5,3,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,66,Business travel,Business,2727,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0
neutral or dissatisfied,Female,Frequent Flyer,21,Personal Travel,Eco,756,3,4,3,4,2,3,2,2,5,5,4,4,5,2,11
neutral or dissatisfied,Female,Frequent Flyer,36,Personal Travel,Eco,948,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,28,Personal Travel,Eco,265,3,1,3,3,2,3,2,2,3,4,3,4,3,2,49
neutral or dissatisfied,Male,Frequent Flyer,28,Business travel,Business,1628,3,1,1,1,3,3,3,3,2,2,3,3,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,43,Business travel,Eco Plus,1197,3,1,3,1,5,3,3,3,3,3,3,4,3,4,0
neutral or dissatisfied,Male,Frequent Flyer,48,Business travel,Business,1724,1,4,4,4,4,3,4,1,1,1,1,3,1,1,15
neutral or dissatisfied,Female,Infrequent Flyer,27,Business travel,Eco,628,4,1,4,3,5,4,5,5,4,4,3,4,3,5,18
neutral or dissatisfied,Male,Frequent Flyer,8,Personal Travel,Eco,404,3,5,3,3,2,3,2,2,5,2,3,1,5,2,0
neutral or dissatisfied,Female,Infrequent Flyer,27,Business travel,Eco,425,3,1,3,3,4,3,4,4,4,3,2,3,3,4,2
neutral or dissatisfied,Female,Frequent Flyer,62,Business travel,Business,1769,2,2,2,2,5,3,3,2,2,2,2,3,2,1,20
neutral or dissatisfied,Male,Frequent Flyer,9,Personal Travel,Eco,303,2,4,2,2,1,2,1,1,4,2,5,5,5,1,0
neutral or dissatisfied,Female,Frequent Flyer,22,Personal Travel,Eco,888,3,3,3,3,5,3,5,5,1,2,1,3,4,5,10
neutral or dissatisfied,Male,Frequent Flyer,21,Personal Travel,Eco,1091,2,3,2,3,5,2,5,5,2,2,5,4,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,77,Business travel,Business,270,4,2,2,2,1,4,3,4,4,4,4,1,4,4,3
neutral or dissatisfied,Male,Frequent Flyer,30,Business travel,Eco Plus,184,1,2,2,2,1,1,1,1,1,1,4,2,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,57,Business travel,Eco,680,3,3,3,3,1,4,3,3,3,3,3,3,3,2,0
neutral or dissatisfied,Female,Infrequent Flyer,23,Business travel,Eco,581,3,2,3,3,1,3,1,1,3,4,4,2,3,1,10
neutral or dissatisfied,Male,Frequent Flyer,41,Business travel,Eco,851,2,5,5,5,2,2,2,2,2,1,3,4,3,2,0
neutral or dissatisfied,Female,Frequent Flyer,59,Personal Travel,Eco,606,4,5,4,2,4,5,4,3,3,4,3,4,3,3,1
neutral or dissatisfied,Female,Frequent Flyer,42,Business travel,Business,693,2,1,1,1,2,2,2,2,5,3,3,2,4,2,815
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,1744,4,2,4,3,1,4,1,1,1,2,2,3,3,1,4
neutral or dissatisfied,Male,Frequent Flyer,66,Personal Travel,Business,1723,1,4,1,3,3,2,4,4,4,1,4,3,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,17,Business travel,Eco Plus,794,1,3,3,3,1,1,2,1,1,1,3,3,3,1,30
neutral or dissatisfied,Female,Infrequent Flyer,30,Business travel,Eco,697,2,2,2,2,2,2,3,2,2,3,5,4,2,2,0
neutral or dissatisfied,Female,Infrequent Flyer,28,Business travel,Eco,2845,3,3,3,2,4,3,2,4,1,5,2,1,2,4,0
neutral or dissatisfied,Male,Frequent Flyer,74,Business travel,Eco,488,2,3,3,3,2,2,2,2,4,5,3,3,4,2,0
neutral or dissatisfied,Male,Infrequent Flyer,37,Business travel,Business,184,4,4,4,4,1,4,1,1,5,2,4,3,5,1,23
neutral or dissatisfied,Male,Frequent Flyer,51,Personal Travel,Eco,2239,4,5,4,3,3,4,2,3,4,2,5,3,5,3,0
neutral or dissatisfied,Male,Infrequent Flyer,22,Business travel,Eco,239,2,4,2,3,1,2,1,1,4,4,3,4,4,1,0
neutral or dissatisfied,Female,Infrequent Flyer,57,Business travel,Eco,101,4,0,4,1,2,4,2,2,4,2,4,5,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,36,Business travel,Business,1739,3,4,4,4,1,3,3,3,3,2,3,3,3,2,126
neutral or dissatisfied,Male,Frequent Flyer,60,Personal Travel,Eco,812,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38
neutral or dissatisfied,Male,Frequent Flyer,59,Business travel,Business,2664,2,5,5,5,3,3,4,2,2,3,2,1,2,3,21
neutral or dissatisfied,Male,Frequent Flyer,63,Personal Travel,Eco,2075,3,5,3,1,1,3,1,1,3,2,5,2,4,1,0
neutral or dissatisfied,Male,Infrequent Flyer,39,Business travel,Business,309,2,2,2,1,1,2,1,1,3,3,4,5,5,1,0
neutral or dissatisfied,Female,Frequent Flyer,66,Business travel,Eco,304,3,1,1,1,3,3,3,3,3,3,3,3,3,1,0
neutral or dissatisfied,Female,Infrequent Flyer,22,Business travel,Business,1005,4,1,4,4,5,4,5,5,2,4,3,4,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,13,Personal Travel,Eco Plus,1452,1,4,1,3,2,1,2,2,1,2,4,1,1,2,0
neutral or dissatisfied,Male,Frequent Flyer,34,Business travel,Eco Plus,944,4,5,5,5,4,4,4,4,2,5,2,3,3,4,14
neutral or dissatisfied,Female,Frequent Flyer,42,Personal Travel,Business,1533,3,2,3,3,1,4,4,2,2,3,2,4,2,3,0
neutral or dissatisfied,Male,Frequent Flyer,39,Business travel,Business,399,3,1,1,1,4,3,4,3,3,3,3,2,3,3,0
neutral or dissatisfied,Male,Frequent Flyer,56,Business travel,Eco,1000,1,1,1,1,1,1,1,1,1,1,4,4,4,1,88
neutral or dissatisfied,Male,Infrequent Flyer,21,Business travel,Eco,101,1,3,1,4,4,1,4,4,4,3,2,4,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,37,Personal Travel,Eco,262,4,3,0,3,3,0,3,3,1,1,4,1,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,15,Personal Travel,Eco,1074,1,4,1,2,3,1,3,3,4,3,4,3,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,45,Personal Travel,Eco,525,4,5,4,3,2,4,5,3,3,4,3,3,3,5,0
neutral or dissatisfied,Female,Infrequent Flyer,37,Business travel,Eco,911,2,2,2,3,1,2,1,1,4,2,1,1,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,44,Personal Travel,Business,1587,3,4,4,3,5,3,4,5,5,4,5,3,5,4,0
neutral or dissatisfied,Male,Infrequent Flyer,34,Business travel,Business,1723,2,2,2,1,2,2,2,2,4,3,4,4,4,2,19
neutral or dissatisfied,Male,Infrequent Flyer,25,Business travel,Eco,453,2,4,2,5,2,2,3,2,3,5,3,2,2,2,0
neutral or dissatisfied,Male,Frequent Flyer,18,Personal Travel,Eco,259,3,5,3,4,2,3,3,2,4,1,1,2,4,2,1
neutral or dissatisfied,Female,Frequent Flyer,69,Personal Travel,Eco,335,4,5,2,4,5,4,4,2,2,2,2,4,2,4,0
neutral or dissatisfied,Female,Frequent Flyer,66,Personal Travel,Eco,214,1,0,1,4,5,5,5,5,5,1,3,5,5,5,0
neutral or dissatisfied,Male,Frequent Flyer,23,Personal Travel,Eco Plus,368,2,2,2,3,5,2,5,5,4,4,4,1,4,5,8
neutral or dissatisfied,Female,Frequent Flyer,9,Personal Travel,Eco Plus,925,2,4,2,3,4,2,3,4,4,4,5,4,5,4,2
neutral or dissatisfied,Female,Infrequent Flyer,40,Business travel,Business,435,3,2,2,5,4,2,4,4,3,3,4,4,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,7,Personal Travel,Eco,669,3,4,2,3,5,2,5,5,5,5,5,3,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,64,Personal Travel,Eco,1609,3,1,3,3,2,4,3,2,2,3,2,3,2,3,0
neutral or dissatisfied,Male,Frequent Flyer,19,Personal Travel,Eco,102,1,4,0,3,5,0,5,5,2,2,3,5,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,37,Personal Travel,Eco,409,2,3,2,2,2,2,2,2,5,4,3,1,2,2,0
neutral or dissatisfied,Female,Infrequent Flyer,38,Business travel,Eco,261,4,0,4,4,4,4,3,4,4,4,3,3,3,4,20
neutral or dissatisfied,Female,Frequent Flyer,21,Personal Travel,Eco,1874,4,1,4,2,3,4,3,3,4,4,3,3,3,3,0
neutral or dissatisfied,Male,Frequent Flyer,66,Personal Travel,Business,1258,1,4,1,2,4,3,4,2,2,1,2,3,2,3,0
neutral or dissatisfied,Male,Frequent Flyer,50,Business travel,Eco,1176,3,5,5,5,3,3,3,3,4,2,1,4,2,3,1
neutral or dissatisfied,Male,Frequent Flyer,54,Business travel,Eco,937,2,3,3,3,2,2,2,2,3,1,4,4,4,2,0
neutral or dissatisfied,Female,Frequent Flyer,23,Personal Travel,Eco,534,2,5,2,3,5,2,3,5,4,5,4,4,4,5,25
neutral or dissatisfied,Female,Frequent Flyer,51,Personal Travel,Eco,226,3,5,3,1,3,1,1,5,5,5,5,1,4,1,165
neutral or dissatisfied,Female,Frequent Flyer,43,Personal Travel,Eco,1131,3,4,3,4,2,4,5,2,2,3,2,4,2,5,0
neutral or dissatisfied,Male,Frequent Flyer,70,Personal Travel,Business,416,1,5,1,3,5,5,1,2,2,1,2,2,2,5,74
neutral or dissatisfied,Female,Frequent Flyer,38,Personal Travel,Eco,853,3,4,3,4,5,3,5,5,4,5,4,5,5,5,11
neutral or dissatisfied,Male,Frequent Flyer,49,Personal Travel,Eco,2588,3,3,4,4,2,4,4,2,1,3,2,1,3,2,0
neutral or dissatisfied,Female,Frequent Flyer,48,Personal Travel,Business,529,4,5,4,5,4,4,4,1,1,4,4,5,1,5,0
neutral or dissatisfied,Female,Infrequent Flyer,35,Business travel,Business,964,1,1,1,3,4,1,2,4,4,4,5,4,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,37,Business travel,Business,2025,2,3,4,3,1,3,4,2,2,2,2,4,2,2,0
neutral or dissatisfied,Male,Frequent Flyer,59,Personal Travel,Eco,143,2,2,0,3,2,0,2,2,4,3,3,1,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,52,Business travel,Eco Plus,343,3,1,1,1,3,3,3,3,2,4,4,3,2,3,188
neutral or dissatisfied,Male,Infrequent Flyer,17,Business travel,Eco,251,3,5,3,1,3,3,3,3,1,1,5,4,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,32,Personal Travel,Eco Plus,358,2,5,2,1,5,2,5,5,5,5,5,3,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,17,Personal Travel,Business,1062,1,4,1,1,1,1,1,1,3,4,5,4,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,8,Personal Travel,Eco,447,3,5,3,1,2,3,2,2,4,2,1,3,2,2,0
neutral or dissatisfied,Female,Frequent Flyer,13,Personal Travel,Eco,594,3,5,3,4,5,3,5,5,5,5,4,4,2,5,0
neutral or dissatisfied,Female,Frequent Flyer,16,Personal Travel,Eco,1222,1,0,2,4,4,2,4,4,5,3,5,5,5,4,1
neutral or dissatisfied,Female,Infrequent Flyer,28,Business travel,Eco,1237,2,2,2,2,2,2,2,2,2,3,4,3,2,2,39
neutral or dissatisfied,Male,Frequent Flyer,30,Business travel,Business,1682,4,4,4,4,4,3,4,4,3,2,4,4,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,26,Personal Travel,Eco,236,1,4,1,4,3,1,3,3,5,4,5,5,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,447,2,3,2,3,4,2,4,4,1,2,4,3,3,4,0
neutral or dissatisfied,Female,Infrequent Flyer,47,Business travel,Eco,1090,4,4,4,3,5,4,5,5,4,5,4,4,3,5,0
neutral or dissatisfied,Female,Frequent Flyer,35,Personal Travel,Eco,419,2,5,2,2,5,2,5,5,3,2,1,1,1,5,43
neutral or dissatisfied,Male,Frequent Flyer,32,Personal Travel,Eco,589,1,1,1,3,4,1,4,4,4,5,2,3,3,4,25
neutral or dissatisfied,Female,Infrequent Flyer,37,Business travel,Eco,200,2,2,2,3,4,2,4,4,4,4,3,3,4,4,77
neutral or dissatisfied,Male,Frequent Flyer,78,Business travel,Eco,842,2,4,4,4,2,2,2,2,3,2,4,3,4,2,66
neutral or dissatisfied,Female,Infrequent Flyer,26,Business travel,Eco,399,2,1,2,3,1,2,1,1,2,5,3,3,3,1,0
neutral or dissatisfied,Male,Infrequent Flyer,38,Business travel,Eco,409,2,0,2,1,2,2,2,2,5,2,2,3,5,2,1
neutral or dissatisfied,Female,Frequent Flyer,40,Personal Travel,Eco,853,2,5,2,2,3,2,1,3,4,4,5,3,4,3,34
neutral or dissatisfied,Male,Frequent Flyer,22,Business travel,Business,1658,3,2,2,2,3,3,3,3,1,5,3,4,3,3,10
neutral or dissatisfied,Female,Frequent Flyer,49,Personal Travel,Eco,631,3,4,3,5,2,4,4,4,4,3,4,3,4,4,13
neutral or dissatisfied,Male,Infrequent Flyer,38,Business travel,Business,2288,4,4,4,3,4,4,4,4,3,2,4,5,5,4,14
neutral or dissatisfied,Male,Frequent Flyer,48,Business travel,Eco,1121,1,4,4,4,1,1,1,1,1,5,3,1,4,1,44
neutral or dissatisfied,Female,Infrequent Flyer,58,Business travel,Business,405,4,4,4,1,2,4,2,2,3,5,5,4,5,2,0
neutral or dissatisfied,Female,Infrequent Flyer,39,Business travel,Business,719,1,1,1,5,1,1,1,1,5,5,5,4,4,1,20
neutral or dissatisfied,Female,Frequent Flyer,19,Personal Travel,Eco,436,1,4,1,2,4,1,4,4,4,2,3,1,1,4,22
neutral or dissatisfied,Female,Frequent Flyer,64,Personal Travel,Eco,404,3,2,3,3,3,2,2,2,2,3,2,2,2,1,0
neutral or dissatisfied,Female,Frequent Flyer,68,Business travel,Business,2394,2,4,4,4,5,3,3,2,2,2,2,1,2,1,0
neutral or dissatisfied,Male,Frequent Flyer,47,Personal Travel,Eco,363,4,5,4,4,4,4,4,4,5,4,4,5,5,4,6
neutral or dissatisfied,Female,Frequent Flyer,30,Business travel,Business,1793,3,1,1,1,3,3,3,3,2,5,4,1,4,3,7
neutral or dissatisfied,Female,Frequent Flyer,30,Business travel,Business,2584,2,2,5,2,2,2,2,2,3,4,3,4,3,2,76
neutral or dissatisfied,Female,Frequent Flyer,30,Personal Travel,Eco,2279,1,4,1,4,4,1,4,4,5,3,4,5,4,4,54
neutral or dissatisfied,Female,Frequent Flyer,67,Personal Travel,Eco,1072,3,1,3,3,1,3,3,1,1,3,1,4,1,1,6
neutral or dissatisfied,Female,Frequent Flyer,45,Personal Travel,Eco,544,4,4,4,4,5,1,5,1,1,4,1,4,1,3,0
neutral or dissatisfied,Female,Frequent Flyer,85,Business travel,Business,1689,3,5,5,5,2,3,2,4,4,3,4,2,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,35,Personal Travel,Eco,853,1,5,1,3,1,1,1,1,4,2,5,3,4,1,89
neutral or dissatisfied,Female,Frequent Flyer,42,Personal Travel,Eco,612,3,4,3,3,5,5,5,4,4,3,4,5,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,46,Business travel,Business,3252,2,3,3,3,4,4,4,2,2,3,2,2,2,1,77
neutral or dissatisfied,Male,Infrequent Flyer,17,Business travel,Eco,740,1,1,1,4,2,1,2,2,1,5,3,2,4,2,2
neutral or dissatisfied,Male,Frequent Flyer,30,Personal Travel,Business,2172,1,5,2,4,4,2,4,4,4,4,4,5,4,4,3
neutral or dissatisfied,Male,Frequent Flyer,30,Personal Travel,Eco,590,4,5,4,1,2,4,2,2,1,2,3,4,5,2,0
neutral or dissatisfied,Female,Frequent Flyer,57,Personal Travel,Eco Plus,757,3,4,3,2,5,5,5,5,5,3,2,4,5,4,6
neutral or dissatisfied,Male,Frequent Flyer,65,Personal Travel,Eco,591,3,3,3,4,4,3,3,4,5,3,1,2,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,66,Personal Travel,Eco,1437,1,1,1,3,1,3,3,2,2,1,2,2,2,1,53
neutral or dissatisfied,Male,Frequent Flyer,51,Business travel,Business,861,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3
neutral or dissatisfied,Male,Frequent Flyer,9,Personal Travel,Eco,236,3,1,3,2,3,3,3,3,3,3,3,2,2,3,0
neutral or dissatisfied,Male,Infrequent Flyer,10,Business travel,Eco,516,2,2,2,3,1,2,1,1,2,4,2,1,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,40,Personal Travel,Eco,546,2,4,2,5,4,2,4,4,5,3,1,5,3,4,4
neutral or dissatisfied,Female,Frequent Flyer,45,Business travel,Business,440,3,4,4,4,1,4,3,3,3,3,3,2,3,3,13
neutral or dissatisfied,Male,Frequent Flyer,34,Business travel,Business,552,2,1,1,1,5,3,4,2,2,2,2,1,2,4,12
neutral or dissatisfied,Female,Frequent Flyer,59,Personal Travel,Eco,129,2,4,0,1,3,5,5,2,2,0,2,3,2,4,0
neutral or dissatisfied,Female,Infrequent Flyer,19,Business travel,Eco,1084,1,1,1,3,5,1,5,5,4,2,4,4,4,5,71
neutral or dissatisfied,Female,Frequent Flyer,7,Personal Travel,Eco,407,2,4,2,3,5,2,5,5,3,2,5,5,1,5,8
neutral or dissatisfied,Male,Frequent Flyer,59,Personal Travel,Eco,371,2,5,2,2,3,2,3,3,5,4,5,3,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,39,Business travel,Business,251,2,1,1,1,1,4,4,2,2,2,2,3,2,2,0
neutral or dissatisfied,Female,Frequent Flyer,22,Business travel,Business,2230,3,1,1,1,3,3,3,1,4,3,3,3,3,3,140
neutral or dissatisfied,Male,Frequent Flyer,29,Personal Travel,Eco,406,3,1,2,3,2,2,2,2,4,2,4,3,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,40,Personal Travel,Eco,416,3,3,3,3,3,3,3,3,4,1,2,3,2,3,0
neutral or dissatisfied,Female,Frequent Flyer,12,Business travel,Eco Plus,650,3,5,5,5,3,3,1,3,3,5,4,2,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,48,Business travel,Business,629,2,2,2,2,2,3,3,2,2,2,2,4,2,1,0
neutral or dissatisfied,Male,Infrequent Flyer,57,Business travel,Eco,676,4,4,4,2,4,4,4,4,3,1,2,1,2,4,33
neutral or dissatisfied,Male,Frequent Flyer,15,Personal Travel,Eco Plus,861,1,3,1,3,1,1,3,1,3,4,3,2,3,1,2
neutral or dissatisfied,Male,Frequent Flyer,54,Business travel,Business,2896,2,3,3,3,2,3,4,2,2,2,2,2,2,4,5
neutral or dissatisfied,Male,Infrequent Flyer,65,Business travel,Business,466,3,3,3,2,1,3,1,1,3,2,4,5,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,37,Personal Travel,Eco,295,1,2,1,3,4,1,4,4,1,2,4,2,4,4,0
neutral or dissatisfied,Female,Infrequent Flyer,23,Business travel,Business,377,3,2,3,3,5,3,4,5,2,2,3,2,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,35,Business travel,Eco Plus,526,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0
neutral or dissatisfied,Female,Infrequent Flyer,80,Business travel,Eco,200,1,4,1,4,4,1,4,4,2,3,4,2,4,4,107
neutral or dissatisfied,Male,Infrequent Flyer,14,Business travel,Eco,920,3,3,3,3,1,3,1,1,1,1,3,1,3,1,53
neutral or dissatisfied,Male,Frequent Flyer,39,Personal Travel,Eco,338,2,5,2,2,4,2,4,4,5,3,5,5,5,4,0
neutral or dissatisfied,Male,Frequent Flyer,56,Personal Travel,Eco,356,2,5,2,2,1,2,1,1,5,3,4,5,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,58,Business travel,Eco,641,2,2,2,2,4,4,4,2,2,2,2,3,2,2,20
neutral or dissatisfied,Male,Frequent Flyer,34,Personal Travel,Eco,841,4,2,4,4,4,4,3,1,3,4,3,3,4,3,166
neutral or dissatisfied,Male,Frequent Flyer,36,Personal Travel,Eco,345,3,4,3,4,4,3,4,4,5,2,5,3,5,4,54
neutral or dissatisfied,Female,Infrequent Flyer,9,Business travel,Eco,762,2,2,2,2,3,2,3,3,4,4,5,4,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,19,Personal Travel,Eco,925,1,5,1,5,3,1,5,3,5,2,5,3,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,16,Personal Travel,Eco,2306,2,4,1,1,4,1,4,4,4,5,5,4,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,64,Business travel,Business,3149,3,5,5,5,4,4,3,3,3,3,3,1,3,3,61
neutral or dissatisfied,Female,Infrequent Flyer,32,Business travel,Eco Plus,853,3,3,3,5,2,3,2,2,5,2,2,4,5,2,77
neutral or dissatisfied,Female,Frequent Flyer,30,Business travel,Business,602,2,5,5,5,2,2,2,2,2,5,3,4,4,2,3
neutral or dissatisfied,Female,Infrequent Flyer,39,Business travel,Business,2116,4,4,4,3,3,4,3,3,4,4,2,3,3,3,32
neutral or dissatisfied,Male,Frequent Flyer,31,Business travel,Business,1962,3,4,1,4,3,3,3,3,2,1,3,4,3,3,19
neutral or dissatisfied,Male,Frequent Flyer,16,Personal Travel,Eco,216,3,0,3,4,1,3,1,1,3,4,5,4,5,1,1
neutral or dissatisfied,Female,Infrequent Flyer,19,Business travel,Eco,337,2,0,1,2,3,1,3,3,4,3,3,1,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,64,Personal Travel,Eco,812,3,3,3,3,3,1,3,2,2,3,2,5,2,5,0
neutral or dissatisfied,Female,Infrequent Flyer,23,Business travel,Eco,731,2,3,3,1,4,3,4,4,4,3,5,4,4,4,5
neutral or dissatisfied,Male,Frequent Flyer,52,Personal Travel,Eco,337,1,2,5,3,5,5,5,5,2,2,3,2,3,5,0
neutral or dissatisfied,Male,Frequent Flyer,50,Personal Travel,Business,649,1,2,2,4,1,4,4,4,4,2,4,2,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,31,Business travel,Business,2366,2,1,1,1,2,2,2,2,1,3,4,4,4,2,24
neutral or dissatisfied,Female,Frequent Flyer,64,Personal Travel,Eco Plus,597,3,4,3,4,5,3,5,3,3,3,3,3,3,5,0
neutral or dissatisfied,Male,Frequent Flyer,47,Business travel,Business,2475,4,1,1,1,4,4,4,1,4,3,3,4,3,4,0
neutral or dissatisfied,Male,Frequent Flyer,27,Personal Travel,Eco,725,3,5,3,3,4,3,4,4,4,4,3,5,4,4,10
neutral or dissatisfied,Male,Frequent Flyer,37,Business travel,Eco,819,4,2,2,2,4,4,4,4,4,4,3,3,3,4,12
neutral or dissatisfied,Male,Frequent Flyer,25,Personal Travel,Eco,550,2,2,2,3,1,2,1,1,4,2,4,4,5,1,56
neutral or dissatisfied,Female,Infrequent Flyer,30,Business travel,Business,985,2,2,2,4,3,2,3,3,3,2,5,5,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,56,Personal Travel,Eco,928,3,4,3,2,5,5,5,5,5,3,5,3,5,3,9
neutral or dissatisfied,Male,Frequent Flyer,54,Personal Travel,Eco Plus,453,2,5,2,2,3,2,3,3,4,5,5,3,5,3,0
neutral or dissatisfied,Female,Infrequent Flyer,35,Business travel,Business,2454,1,1,1,1,1,1,2,4,4,3,4,2,3,2,14
neutral or dissatisfied,Male,Infrequent Flyer,32,Business travel,Business,216,2,2,2,1,4,2,4,4,3,2,4,4,4,4,0
neutral or dissatisfied,Male,Infrequent Flyer,29,Business travel,Eco,783,1,1,1,4,1,2,2,2,5,5,3,2,3,2,186
neutral or dissatisfied,Female,Frequent Flyer,49,Business travel,Eco,305,2,3,2,3,3,3,4,2,2,2,2,4,2,3,0
neutral or dissatisfied,Female,Frequent Flyer,19,Personal Travel,Eco,1144,2,2,2,2,5,2,5,5,2,5,2,3,3,5,0
neutral or dissatisfied,Male,Frequent Flyer,44,Business travel,Business,423,2,3,3,3,1,3,4,2,2,2,2,1,2,2,31
neutral or dissatisfied,Male,Frequent Flyer,64,Personal Travel,Eco,268,1,3,1,3,4,1,4,4,1,1,4,1,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,45,Personal Travel,Eco,349,1,3,1,3,1,3,3,2,2,1,2,2,2,1,0
neutral or dissatisfied,Male,Frequent Flyer,36,Personal Travel,Eco,862,2,5,2,5,2,1,1,4,3,4,4,1,5,1,240
neutral or dissatisfied,Female,Frequent Flyer,50,Business travel,Business,3988,3,2,4,2,4,1,1,3,3,3,3,3,3,4,0
neutral or dissatisfied,Female,Infrequent Flyer,38,Business travel,Eco,416,3,1,3,4,4,3,3,4,2,5,4,4,3,4,0
neutral or dissatisfied,Male,Infrequent Flyer,26,Business travel,Eco,645,1,5,2,3,1,2,1,1,2,1,5,1,2,1,0
